"DendroID","census1","census2","tag","stemtag","species","dendroHt","dbh1","crown1","illumination1","lianas1","code1","stemdead1","date1","dbh2","crown2","illumination2","lianas2","code2","stemdead2","date2","BAinc","Dateinc","Growth","Season"
"1",2,3,"700475","","cecrin","1.4",76.3280892912603,"1","1","NULL","NULL","alive",27Dec2007,76.3866444686726,"4","1","NULL","NULL","alive",21Apr2009,0.0585551774122735,481,0.000121736335576452,"Dry"
"10",2,3,"8515","","quaras","3.3",465.798936718064,"4","5","NULL","NULL","alive",18Nov2008,468.947816600596,"4","5","NULL","NULL","alive",19May2009,3.14887988253179,182,0.0173015378161087,"Dry"
"100",2,3,"8074","","apeime","2.1",861.651816754084,"4","5","NULL","NULL","alive",19Nov2008,862.833643610045,"4","5","NULL","NULL","alive",18May2009,1.1818268559615,180,0.00656570475534169,"Dry"
"1000",2,3,"112458","","hyeral","1.4",65.7329300086143,"4","1","NULL","NULL","alive",11Dec2008,67.9358794295141,"4","2","NULL","NULL","alive",12May2009,2.20294942089983,152,0.0144930882953936,"Dry"
"1001",2,3,"112459","","laetth","1.4",69.2732387430601,"4","1","NULL","NULL","alive",11Dec2008,69.1100316184725,"4","2","NULL","NULL","alive",12May2009,-0.163207124587601,152,-0.00107373108281316,"Dry"
"1002",2,3,"112468","","tachve","1.4",205.681102877945,"4","2","NULL","NULL","alive",11Dec2008,207.768600599701,"4","3","NULL","NULL","alive",12May2009,2.08749772175634,152,0.0137335376431338,"Dry"
"1003",2,3,"112464","","aspicr","1.4",106.086958024486,"4","1","NULL","NULL","alive",11Dec2008,107.131332952431,"4","2","NULL","NULL","alive",12May2009,1.04437492794574,152,0.00687088768385355,"Dry"
"1004",2,3,"43966","","virose","1.4",293.581475462473,"4","2","NULL","NULL","alive",11Dec2008,295.56266563681,"4","3","NULL","NULL","alive",12May2009,1.98119017433686,152,0.0130341458837951,"Dry"
"1005",2,3,"3557","1","guazul","3.3",562.050945902823,"4","4","NULL","NULL","alive",11Dec2008,562.303542271083,"4","3","NULL","NULL","alive",16Jun2009,0.252596368260015,187,0.00135078271796799,"Dry"
"1006",2,3,"3562","","jac1co","1.99",514.729658735307,"4","5","NULL","NULL","alive",11Dec2008,514.662573575419,"4","5","NULL","NULL","alive",12May2009,-0.067085159887597,152,-0.000441349736102612,"Dry"
"1007",2,3,"112475","","apeime","1.4",151.823696155165,"4","1","NULL","NULL","alive",11Dec2008,151.571342975429,"4","2","NULL","NULL","alive",12May2009,-0.252353179735508,152,-0.0016602182877336,"Dry"
"1008",2,3,"3554","","alsebl","3.1",447.238194569486,"4","4","NULL","NULL","alive",11Dec2008,447.814763377285,"4","4","NULL","NULL","alive",16Jun2009,0.576568807798481,187,0.00308325565667637,"Dry"
"1009",2,3,"114575","","gustsu","1.4",158.323062077752,"4","2","NULL","NULL","alive",10Dec2008,158.164759454289,"4","3","NULL","NULL","alive",12May2009,-0.158302623462731,153,-0.00103465766969105,"Dry"
"101",2,3,"402303","","annosp","1.6",233.867783032828,"3","5","NULL","NULL","alive",19Nov2008,234.242074133225,"4","4","NULL","NULL","alive",16Apr2009,0.374291100397187,148,0.00252899392160261,"Dry"
"1010",2,3,"114732","1","ade1tr","1.4",206.345929960134,"4","2","NULL","NULL","alive",10Dec2008,205.987598825807,"4","3","NULL","NULL","alive",12May2009,-0.358331134327017,153,-0.00234203355769292,"Dry"
"1011",2,3,"3492","","alsebl","1.65",291.553470282747,"4","4","NULL","NULL","alive",10Dec2008,291.402548070364,"4","5","NULL","NULL","alive",12May2009,-0.150922212383136,153,-0.000986419688778669,"Dry"
"1012",2,3,"114820","","faraoc","1.35",70.6864009406554,"4","1","NULL","NULL","alive",10Dec2008,70.7667595743675,"4","2","NULL","NULL","alive",12May2009,0.0803586337120805,153,0.000525219828183533,"Dry"
"1013",2,3,"114807","1","ade1tr","1.4",215.483041636133,"4","1","NULL","NULL","alive",10Dec2008,215.521632199455,"4","3","NULL","NULL","alive",12May2009,0.0385905633218329,153,0.000252225904064267,"Dry"
"1014",2,3,"3457","1","guazul","2.5",438.384349167403,"4","4","NULL","NULL","alive",10Dec2008,443.155815720666,"4","3","NULL","NULL","alive",15Jun2009,4.77146655326277,187,0.0255158639211913,"Dry"
"1015",2,3,"3456","2","guazul","2.7",277.86463393001,"3","4","NULL","NULL","alive",10Dec2008,277.845282916028,"1","3","NULL","Q","alive",15Jun2009,-0.0193510139826572,187,-0.000103481358196028,"Dry"
"1016",2,3,"3456","1","guazul","2.7",454.987256164298,"3","4","NULL","NULL","alive",10Dec2008,454.385520078904,"4","5","NULL","NULL","alive",15Jun2009,-0.601736085394464,187,-0.0032178400288474,"Dry"
"1017",2,3,"3455","","gustsu","1.4",329.283364902796,"4","3","NULL","NULL","alive",10Dec2008,329.187871012581,"4","5","NULL","NULL","alive",12May2009,-0.0954938902155504,153,-0.000624143073304251,"Dry"
"1018",2,3,"109313","","gustsu","1.4",99.6154857661652,"4","1","NULL","NULL","alive",10Dec2008,99.3255178475167,"4","3","NULL","NULL","alive",12May2009,-0.289967918648472,153,-0.00189521515456518,"Dry"
"1019",2,3,"109317","","gustsu","1.4",103.521116949123,"4","1","NULL","NULL","alive",10Dec2008,103.605393220959,"4","2","NULL","NULL","alive",12May2009,0.0842762718355488,153,0.000550825306114698,"Dry"
"102",2,3,"8069","","quaras","1.4",270.756888275873,"2","5","NULL","NULL","alive",19Nov2008,270.619686229281,"3","5","NULL","NULL","alive",16Apr2009,-0.137202046592051,148,-0.000927040855351699,"Dry"
"1020",2,3,"3462","","sponra","1.4",550.998405484838,"4","5","NULL","JX","alive",10Dec2008,548.952461883347,"4","5","NULL","NULL","alive",12May2009,-2.04594360149076,153,-0.0133721804019004,"Dry"
"1021",2,3,"109475","","gustsu","1.4",104.070752167954,"4","1","NULL","NULL","alive",10Dec2008,103.922824767062,"4","2","NULL","NULL","alive",12May2009,-0.147927400892286,153,-0.00096684575746592,"Dry"
"1022",2,3,"109477","","tri2tu","1.4",199.647755851862,"4","2","NULL","NULL","alive",10Dec2008,200.471525732661,"4","4","NULL","NULL","alive",12May2009,0.82376988079892,153,0.0053841168679668,"Dry"
"1023",2,3,"3403","","pla1pi","3.6",536.244893605795,"4","4","NULL","NULL","alive",15Dec2008,536.216232121335,"4","4","NULL","NULL","alive",15Jun2009,-0.0286614844603719,182,-0.000157480683848197,"Dry"
"1024",2,3,"3406","","quaras","4.1",753.872235976315,"4","5","NULL","JX","alive",15Dec2008,755.29294307945,"4","5","NULL","JX","alive",15Jun2009,1.42070710313487,182,0.00780608298425755,"Dry"
"1025",2,3,"3402","","quaras","2.8",642.793078988444,"4","5","NULL","NULL","alive",15Dec2008,642.879060606972,"4","5","NULL","NULL","alive",15Jun2009,0.0859816185281943,182,0.000472426475429639,"Dry"
"1026",2,3,"3402","","quaras","2.8",643.127336107455,"4","5","NULL","NULL","alive",15Dec2008,642.856772423244,"4","5","NULL","NULL","alive",15Jun2009,-0.270563684211197,182,-0.00148661364951207,"Dry"
"1027",2,3,"3404","","tab2ar","4.25",424.662081054907,"4","3","NULL","NULL","alive",15Dec2008,426.082968878661,"4","4","NULL","NULL","alive",15Jun2009,1.4208878237539,182,0.00780707595469176,"Dry"
"1028",2,3,"108148","1","protte","1.4",198.729673987529,"4","1","NULL","NULL","alive",15Dec2008,198.195929379138,"4","2","NULL","NULL","alive",13May2009,-0.533744608391373,149,-0.00358217857980787,"Dry"
"1029",2,3,"108148","2","protte","1.4",107.006404807509,"4","1","NULL","NULL","alive",15Dec2008,106.843234353668,"4","2","NULL","NULL","alive",13May2009,-0.163170453840891,149,-0.00109510371705296,"Dry"
"103",2,3,"247039","","faraoc","1.4",73.6480927903266,"4","1","NULL","NULL","alive",19Nov2008,73.7510018110937,"4","1","NULL","NULL","alive",16Apr2009,0.102909020767058,148,0.000695331221399039,"Dry"
"1030",2,3,"3408","","brosal","1.4",190.155525567758,"4","1","NULL","NULL","alive",15Dec2008,189.776516815638,"4","1","NULL","NULL","alive",13May2009,-0.379008752120228,149,-0.00254368290013576,"Dry"
"1031",2,3,"108172","","alsebl","1.4",109.409494390658,"4","1","NULL","NULL","alive",15Dec2008,109.522784703604,"4","1","NULL","NULL","alive",13May2009,0.113290312945736,149,0.000760337670776752,"Dry"
"1032",2,3,"3413","","tri2tu","1.4",434.820666613601,"4","3","NULL","NULL","alive",15Dec2008,435.27284952827,"4","4","NULL","NULL","alive",13May2009,0.452182914669379,149,0.0030347846622106,"Dry"
"1033",2,3,"3415","","alsebl","2.75",288.150864631383,"4","1","NULL","NULL","alive",15Dec2008,288.080271240778,"4","3","NULL","NULL","alive",15Jun2009,-0.0705933906049836,182,-0.000387875772554855,"Dry"
"1034",2,3,"108402","","eugeoe","1.4",269.55173482756,"4","2","NULL","NULL","alive",15Dec2008,272.674628896915,"4","3","NULL","NULL","alive",13May2009,3.12289406935434,149,0.0209590205996936,"Dry"
"1035",2,3,"3190","","quaras","3.2",898.425412037616,"4","5","NULL","NULL","alive",15Dec2008,902.317422050583,"4","5","NULL","NULL","alive",15Jun2009,3.89201001296624,182,0.0213846704009134,"Dry"
"1036",2,3,"3189","","guetfo","1.4",208.123282583455,"1","2","NULL","NULL","alive",15Dec2008,206.550942232617,"1","1","NULL","NULL","alive",13May2009,-1.57234035083835,149,-0.0105526198042842,"Dry"
"1037",2,3,"3188","","tri2tu","3.1",532.939207336325,"4","4","NULL","NULL","alive",15Dec2008,532.633366311543,"4","5","NULL","NULL","alive",15Jun2009,-0.305841024781898,182,-0.00168044519110933,"Dry"
"1038",2,3,"3191","","quaras","3.1",771.408720237805,"4","5","NULL","NULL","alive",15Dec2008,771.475827023676,"4","5","NULL","NULL","alive",15Jun2009,0.0671067858712604,182,0.000368718603688244,"Dry"
"1039",2,3,"3193","2","ade1tr","2.6",230.309653859284,"4","2","NULL","NULL","alive",15Dec2008,230.135692075924,"4","2","NULL","NULL","alive",15Jun2009,-0.173961783359914,182,-0.000955833974505022,"Dry"
"104",2,3,"13141","","hirttr","1.4",357.958585590711,"3","4","NULL","NULL","alive",19Nov2008,357.939517359698,"3","4","NULL","NULL","alive",16Apr2009,-0.0190682310133639,148,-0.000128839398738945,"Dry"
"1040",2,3,"3193","1","ade1tr","2.6",531.344744885708,"4","2","NULL","NULL","alive",15Dec2008,531.156691462537,"4","2","NULL","NULL","alive",15Jun2009,-0.1880534231708,182,-0.00103326056687253,"Dry"
"1041",2,3,"3194","","pri2co","2.6",539.907286653622,"4","5","NULL","NULL","alive",15Dec2008,549.333978122138,"4","4","NULL","NULL","alive",15Jun2009,9.42669146851563,182,0.0517950080687672,"Dry"
"1042",2,3,"103165","","faraoc","1.4",135.853402901776,"4","1","NULL","NULL","alive",15Dec2008,135.587959564454,"4","2","NULL","NULL","alive",13May2009,-0.265443337322552,149,-0.00178149890820504,"Dry"
"1043",2,3,"3182","1","guargu","1.3",542.36558176701,"4","4","NULL","NULL","alive",15Dec2008,542.79231269129,"4","4","NULL","NULL","alive",13May2009,0.426730924280719,149,0.00286396593476992,"Dry"
"1044",2,3,"103259","","aspicr","1.5",217.345235792225,"4","3","NULL","NULL","alive",15Dec2008,220.214347062166,"4","3","NULL","NULL","alive",13May2009,2.86911126994102,149,0.0192557803351746,"Dry"
"1045",2,3,"3184","","brosal","3.17",1000.25465161599,"4","5","NULL","NULL","alive",15Dec2008,1000.11142219777,"4","5","NULL","NULL","alive",15Jun2009,-0.143229418215583,182,-0.000786974825360345,"Dry"
"1046",2,3,"3184","","brosal","3.17",999.812185485315,"4","5","NULL","NULL","alive",15Dec2008,999.697609651358,"4","5","NULL","NULL","alive",15Jun2009,-0.114575833957247,182,-0.000629537549215641,"Dry"
"1047",2,3,"103333","","guazul","1.4",320.414152793633,"4","3","NULL","NULL","alive",15Dec2008,325.722378298631,"4","3","NULL","NULL","alive",13May2009,5.30822550499738,149,0.0356256745301838,"Dry"
"1048",2,3,"3438","","alsebl","3.1",490.385214061158,"4","2","NULL","NULL","alive",15Dec2008,489.910849069127,"4","3","NULL","NULL","alive",15Jun2009,-0.474364992030416,182,-0.00260640105511218,"Dry"
"1049",2,3,"3439","","beilpe","3",465.078185134914,"4","5","NULL","NULL","alive",15Dec2008,470.647370708153,"4","5","NULL","NULL","alive",15Jun2009,5.56918557323877,182,0.0305999207320812,"Dry"
"105",2,3,"7902","","ast2gr","3.3",743.302800008424,"4","5","NULL","NULL","alive",19Nov2008,743.697531703862,"4","5","NULL","NULL","alive",18May2009,0.39473169543794,180,0.00219295386354411,"Dry"
"1050",2,3,"3440","","tri2tu","1.4",393.343938250025,"4","3","NULL","NULL","alive",15Dec2008,392.261116044061,"4","4","NULL","NULL","alive",13May2009,-1.08282220596385,149,-0.00726726312727416,"Dry"
"1051",2,3,"3441","","alsebl","3.1",591.999994454626,"3","4","NULL","NULL","alive",15Dec2008,591.968194376271,"4","4","NULL","NULL","alive",15Jun2009,-0.0318000783548769,182,-0.000174725705246576,"Dry"
"1052",2,3,"730301","","phoeci","1.4",80.3824514636446,"4","2","NULL","NULL","alive",15Dec2008,83.7953207481898,"4","2","NULL","NULL","alive",13May2009,3.41286928454517,149,0.0229051629835246,"Dry"
"1053",2,3,"3444","","poutre","3.8",596.38034969713,"4","5","NULL","NULL","alive",15Dec2008,598.417661178667,"4","5","NULL","NULL","alive",15Jun2009,2.03731148153713,182,0.0111940191293249,"Dry"
"1054",2,3,"295666","","zantp1","1.2",517.410683201654,"4","5","NULL","NULL","alive",15Dec2008,518.123857628923,"4","5","NULL","NULL","alive",13May2009,0.713174427269905,149,0.00478640555214701,"Dry"
"1055",2,3,"295666","","zantp1","1.2",517.579373198168,"4","5","NULL","NULL","alive",15Dec2008,518.601287516681,"4","5","NULL","NULL","alive",13May2009,1.02191431851315,149,0.00685848535914869,"Dry"
"1056",2,3,"430436","","micoar","1.4",140.006295495497,"4","2","NULL","NULL","alive",15Dec2008,142.542044299554,"4","3","NULL","NULL","alive",13May2009,2.53574880405657,149,0.0170184483493729,"Dry"
"1057",2,3,"109275","","faraoc","1.4",137.223989809963,"4","1","NULL","NULL","alive",15Dec2008,136.955233767328,"4","2","NULL","NULL","alive",13May2009,-0.26875604263455,149,-0.00180373182976208,"Dry"
"1058",2,3,"13148","","gustsu","1.4",242.60364568811,"4","5","NULL","NULL","alive",15Dec2008,249.027070550071,"4","3","NULL","NULL","alive",13May2009,6.4234248619606,149,0.0431102339728899,"Dry"
"1059",2,3,"3452","","tab2ar","1.75",387.029635186716,"4","3","NULL","NULL","alive",15Dec2008,387.963926885761,"4","3","NULL","NULL","alive",13May2009,0.934291699045389,149,0.00627041408755294,"Dry"
"1060",2,3,"3451","","pla2el","1.8",473.052342502579,"4","2","NULL","NULL","alive",15Dec2008,466.090454770632,"4","5","NULL","NULL","alive",13May2009,-6.96188773194689,149,-0.0467240787378986,"Dry"
"1061",2,3,"631294","2","cecrob","1.9",56.0612769996517,"4","5","NULL","NULL","alive",15Dec2008,55.1738765626813,"1","1","NULL","NULL","alive",13May2009,-0.887400436970346,149,-0.00595570763067346,"Dry"
"1062",2,3,"631294","1","cecrob","1.9",124.165701167429,"4","5","NULL","NULL","alive",15Dec2008,124.197535234457,"4","3","NULL","NULL","alive",13May2009,0.0318340670278303,149,0.00021365145656262,"Dry"
"1063",2,3,"3164","","guazul","2.9",355.42134931461,"3","4","NULL","NULL","alive",15Dec2008,355.354282889413,"4","4","NULL","NULL","alive",19Jun2009,-0.067066425197936,186,-0.000360572178483527,"Dry"
"1064",2,3,"104044","1","cupasy","1.4",58.6863045140446,"4","1","NULL","NULL","alive",15Dec2008,59.6686455106364,"4","1","NULL","NULL","alive",13May2009,0.982340996591802,149,0.00659289259457585,"Dry"
"1065",2,3,"631313","","sapiau","1.4",63.232851571466,"4","2","NULL","NULL","alive",15Dec2008,63.1230086060379,"4","2","NULL","NULL","alive",13May2009,-0.109842965428037,149,-0.000737201110255279,"Dry"
"1066",2,3,"3153","","luehse","1.9",211.065398764677,"4","4","NULL","NULL","alive",15Dec2008,210.678059368101,"4","3","NULL","NULL","alive",13May2009,-0.38733939657692,149,-0.00259959326561691,"Dry"
"1067",2,3,"631344","","micoar","1.4",91.4056907414991,"4","2","NULL","NULL","alive",15Dec2008,92.6228585773429,"4","2","NULL","NULL","alive",13May2009,1.21716783584381,149,0.00816891164995846,"Dry"
"1068",2,3,"631343","","micoar","1.4",53.8370150459525,"4","1","NULL","NULL","alive",15Dec2008,55.0296110915288,"4","2","NULL","NULL","alive",13May2009,1.19259604557624,149,0.00800400030588084,"Dry"
"1069",2,3,"3158","","hyeral","3.35",603.133700588563,"4","5","NULL","NULL","alive",15Dec2008,604.334282122935,"4","4","NULL","NULL","alive",19Jun2009,1.2005815343723,186,0.00645473943210916,"Dry"
"107",2,3,"8162","","ast2gr","1.7",398.598759969199,"4","5","NULL","NULL","alive",19Nov2008,401.221497394015,"4","5","NULL","NULL","alive",21Apr2009,2.6227374248158,153,0.0171420746719987,"Dry"
"1070",2,3,"3259","","poutre","2.4",711.057138637855,"4","5","NULL","NULL","alive",15Dec2008,712.649448680327,"4","4","NULL","NULL","alive",17Jun2009,1.59231004247158,184,0.00865385892647598,"Dry"
"1071",2,3,"3258","","pla1pi","3.6",612.28922842236,"4","4","NULL","PP","alive",15Dec2008,612.149064273804,"4","5","NULL","PP","alive",17Jun2009,-0.140164148556551,184,-0.000761761676937775,"Dry"
"1072",2,3,"296262","","alchco","1.4",205.921739490093,"4","3","NULL","NULL","alive",15Dec2008,206.191569273817,"4","2","NULL","NULL","alive",11May2009,0.26982978372385,147,0.00183557676002619,"Dry"
"1075",2,3,"101440","","tab2ar","1.4",214.857606792087,"1","1","NULL","NULL","alive",15Dec2008,214.779989378809,"2","1","NULL","NULL","alive",11May2009,-0.0776174132774088,147,-0.000528009614132033,"Dry"
"108",2,3,"602609","","cecrin","1.4",72.0063905436515,"3","1","NULL","NULL","alive",19Nov2008,71.3800348725872,"NULL","1","NULL","NULL","alive",21Apr2009,-0.626355671064289,153,-0.00409382791545287,"Dry"
"1080",2,3,"3252","","pla2el","1.4",424.676517548974,"4","5","NULL","NULL","alive",15Dec2008,426.200170270006,"4","4","NULL","NULL","alive",11May2009,1.52365272103197,147,0.0103649844968161,"Dry"
"1081",2,3,"101589","","hassfl","1.2",238.32501528283,"4","2","NULL","NULL","alive",15Dec2008,238.43340338395,"4","2","NULL","NULL","alive",11May2009,0.108388101120028,147,0.000737334021224678,"Dry"
"1082",2,3,"101589","","hassfl","1.2",238.187929624979,"4","2","NULL","NULL","alive",15Dec2008,238.130605942883,"4","2","NULL","NULL","alive",11May2009,-0.0573236820956424,147,-0.000389957021058792,"Dry"
"1083",2,3,"96221","","drypst","1.4",226.818534081853,"4","3","NULL","NULL","alive",15Dec2008,226.799044324016,"4","2","NULL","NULL","alive",11May2009,-0.0194897578373343,147,-0.000132583386648533,"Dry"
"1084",2,3,"96226","","protpa","1.4",177.612051458063,"4","3","NULL","NULL","alive",15Dec2008,178.447687442351,"4","2","NULL","NULL","alive",11May2009,0.835635984287592,147,0.00568459853256865,"Dry"
"1085",2,3,"96228","","picrla","1.4",184.231372891467,"4","1","NULL","NULL","alive",15Dec2008,184.057009543366,"4","2","NULL","NULL","alive",11May2009,-0.174363348100911,147,-0.00118614522517627,"Dry"
"1086",2,3,"2994","","alsebl","1.4",523.250948833905,"4","5","NULL","NULL","alive",15Dec2008,522.793319775214,"4","3","NULL","NULL","alive",11May2009,-0.457629058690713,147,-0.00311312284823615,"Dry"
"1087",2,3,"432141","","alsebl","1.4",64.2848017628413,"4","2","NULL","NULL","alive",15Dec2008,64.2911988912662,"4","2","NULL","NULL","alive",11May2009,0.00639712842489359,147,4.3517880441453e-05,"Dry"
"1088",2,3,"432144","1","micoar","1.4",58.9093603090137,"2","1","NULL","NULL","alive",15Dec2008,60.6812488379978,"2","2","NULL","NULL","alive",11May2009,1.77188852898405,147,0.0120536634624765,"Dry"
"1089",2,3,"432144","2","micoar","1.4",67.8491260253623,"2","1","NULL","NULL","alive",15Dec2008,67.7681142380059,"2","2","NULL","NULL","alive",11May2009,-0.0810117873564451,147,-0.000551100594261531,"Dry"
"109",2,3,"254692","","poular","1.98",124.576289515557,"4","1","NULL","NULL","alive",19Nov2008,124.563226350734,"4","2","NULL","NULL","alive",19May2009,-0.013063164823123,181,-7.21721813432208e-05,"Dry"
"1090",2,3,"96434","","tri2tu","1.4",240.409338080476,"4","2","NULL","NULL","alive",15Dec2008,239.930658295169,"4","3","NULL","NULL","alive",11May2009,-0.478679785306866,147,-0.00325632507011474,"Dry"
"1091",2,3,"3003","","pla1pi","3.3",791.590387828127,"3","5","NULL","NULL","alive",15Dec2008,790.380594148979,"2","4","NULL","NULL","alive",17Jun2009,-1.2097936791472,184,-0.00657496564753911,"Dry"
"1094",2,3,"3141","","apeime","1.4",777.273747672467,"4","5","NULL","NULL","alive",15Dec2008,776.980930595099,"4","5","NULL","NULL","alive",15May2009,-0.292817077367772,151,-0.00193918594283293,"Dry"
"1095",2,3,"531273","","cecrin","1.4",90.3965428347881,"4","1","NULL","NULL","alive",15Dec2008,90.2803918634791,"4","3","NULL","NULL","alive",15May2009,-0.116150971309082,151,-0.000769211730523724,"Dry"
"1097",2,3,"104694","","gustsu","1.4",212.365938971483,"4","2","NULL","NULL","alive",15Dec2008,213.613313103925,"4","3","NULL","NULL","alive",15May2009,1.24737413244148,151,0.0082607558439833,"Dry"
"1098",2,3,"3145","","alsebl","3.1",374.888680672837,"4","4","NULL","NULL","alive",15Dec2008,375.421608553724,"4","4","NULL","NULL","alive",19Jun2009,0.532927880887314,186,0.00286520366068448,"Dry"
"1099",2,3,"104674","","gustsu","1.4",121.752113255872,"4","1","NULL","NULL","alive",15Dec2008,121.668496369333,"4","2","NULL","NULL","alive",15May2009,-0.0836168865383939,151,-0.000553754215486053,"Dry"
"11",2,3,"263741","","tachve","1.4",56.9967082050417,"4","1","NULL","NULL","alive",18Nov2008,57.0164629446826,"4","1","NULL","NULL","alive",21Apr2009,0.0197547396409377,154,0.000128277530135959,"Dry"
"110",2,3,"249480","","perexa","1.2",116.766301991635,"4","1","NULL","NULL","alive",19Nov2008,117.798039515908,"4","1","NULL","NULL","alive",21Apr2009,1.03173752427257,153,0.00674338251158544,"Dry"
"1100",2,3,"104676","1","faraoc","1.4",86.1153990382131,"4","1","NULL","NULL","alive",15Dec2008,86.1026097429571,"4","2","NULL","NULL","alive",15May2009,-0.0127892952560131,151,-8.46973195762459e-05,"Dry"
"1101",2,3,"104684","","gustsu","1.4",163.034113249482,"4","1","NULL","NULL","alive",15Dec2008,163.694905065017,"4","3","NULL","NULL","alive",15May2009,0.660791815534651,151,0.00437610473864007,"Dry"
"1102",2,3,"104683","1","virose","1.4",122.163159751435,"4","1","NULL","NULL","alive",15Dec2008,121.82410300554,"4","3","NULL","NULL","alive",15May2009,-0.339056745894453,151,-0.0022454089132083,"Dry"
"1103",2,3,"3135","","alsebl","1.7",403.1628356435,"4","2","NULL","NULL","alive",15Dec2008,403.048137638264,"4","5","NULL","NULL","alive",15May2009,-0.114698005235653,151,-0.000759589438646706,"Dry"
"1104",2,3,"104784","","tachve","3.8",441.678531934567,"4","5","NULL","NULL","alive",15Dec2008,447.360319037838,"4","5","NULL","NULL","alive",19Jun2009,5.68178710327129,186,0.0305472424907059,"Dry"
"1105",2,3,"153986","","ingama","1.8",338.554368300605,"NULL","NULL","NULL","NULL","alive",15Dec2008,336.720740775719,"NULL","4","NULL","NULL","alive",15May2009,-1.83362752488569,151,-0.0121432286416271,"Dry"
"1106",2,3,"104894","1","tri2tu","1.4",46.6109876606543,"3","1","NULL","NULL","alive",15Dec2008,46.5914232568243,"4","1","NULL","NULL","alive",15May2009,-0.0195644038300458,151,-0.000129565588278449,"Dry"
"1107",2,3,"104884","","gustsu","1.4",92.8780877961373,"4","1","NULL","NULL","alive",15Dec2008,92.9903760465382,"4","2","NULL","NULL","alive",15May2009,0.112288250400894,151,0.000743630797356915,"Dry"
"1108",2,3,"104880","","tri2tu","1.4",372.183445432936,"4","4","NULL","NULL","alive",15Dec2008,375.202743650641,"4","4","NULL","NULL","alive",15May2009,3.019298217705,151,0.0199953524351324,"Dry"
"1109",2,3,"99474","","alsebl","1.7",225.084452527276,"3","2","NULL","NULL","alive",15Dec2008,225.224168837113,"4","3","NULL","NULL","alive",15May2009,0.1397163098367,151,0.000925273575077485,"Dry"
"111",2,3,"7831","","sympgl","3.8",425.013926689844,"4","5","NULL","NULL","alive",19Nov2008,431.384739168484,"4","5","NULL","NULL","alive",19May2009,6.3708124786408,181,0.0351978589980155,"Dry"
"1110",2,3,"3113","1","phoeci","1.4",352.178270547433,"3","4","NULL","NULL","alive",15Dec2008,351.628935071036,"4","4","NULL","NULL","alive",15May2009,-0.549335476396834,151,-0.00363798328739625,"Dry"
"1111",2,3,"99492","","tri2tu","1.4",326.433306246301,"3","4","NULL","NULL","alive",15Dec2008,327.646381975454,"4","4","NULL","NULL","alive",15May2009,1.21307572915282,151,0.0080336141003498,"Dry"
"1112",2,3,"3120","","alsebl","3.3",366.867018948114,"4","5","NULL","NULL","alive",15Dec2008,366.870189442042,"4","4","NULL","NULL","alive",19Jun2009,0.0031704939277688,186,1.70456662783269e-05,"Dry"
"1113",2,3,"3122","1","ormocr","3.6",494.320412082585,"4","5","NULL","NULL","alive",15Dec2008,496.18642376123,"4","4","NULL","NULL","alive",19Jun2009,1.86601167864495,186,0.0100323208529299,"Dry"
"1114",2,3,"3122","2","ormocr","3.6",87.1288451196219,"4","5","NULL","NULL","alive",15Dec2008,87.0547476358265,"4","4","NULL","NULL","alive",19Jun2009,-0.0740974837954553,186,-0.000398373568792771,"Dry"
"1115",2,3,"3031","","cavapl","1.4",569.200403807475,"4","5","NULL","NULL","alive",15Dec2008,569.424288615494,"4","3","NULL","NULL","alive",13May2009,0.223884808018965,149,0.00150258260415413,"Dry"
"1116",2,3,"3037","","quaras","3.68",446.403071514227,"2","2","NULL","NULL","alive",15Dec2008,448.831078072397,"4","3","NULL","NULL","alive",17Jun2009,2.42800655817007,184,0.0131956878161417,"Dry"
"1117",2,3,"97226","","quaras","3.1",308.977887588048,"4","3","NULL","NULL","alive",15Dec2008,311.442896556603,"4","3","NULL","NULL","alive",17Jun2009,2.46500896855514,184,0.0133967878725823,"Dry"
"1118",2,3,"97253","","tri2tu","1.4",86.5783187239274,"3","2","NULL","NULL","alive",15Dec2008,86.3982307361151,"4","2","NULL","NULL","alive",13May2009,-0.180087987812271,149,-0.00120864421350518,"Dry"
